UserName,FullName,Date,First Hashtags,Alt Hashtags,Tweet (Message Text),Retweets,Retweets (w/ Text),Likes,Likes (w/ Text),URL Path
@Baabarkhan @Baabarkhan @Baabarkhan @Baabarkhan @Baabarkhan @FarhatJ_BBC,Babar Mahmood‏ @Baabarkhan,Apr 22,,,"Farhat Baiti let the dogs bark... you continue with raising voice for truth....
The sick minds forget the first cleavage every child sees when noble mother feeds a baby with great love and care.",1   1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/Baabarkhan/status/988015610574639105
@sea_goat @sea_goat @sea_goat @sea_goat @sea_goat @siasatpk,Haroon M. K. Tareen‏ @sea_goat,Apr 22,,,"My 2 pence worth input here is that even if the alleging lady is God forbid, a debauch and a flirt, it still doesn't give a third rate punk or anyone else the right to make physical advances upon her person & to harass her to the extent that she is scared quiet, fearing ignominy.",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sea_goat/status/988000560740753408
@VoteForIK @VoteForIK @VoteForIK @VoteForIK @VoteForIK @hinaparvezbutt,Vote For Imran Khan‏ @VoteForIK,Apr 22,,,Why you didn't feel the pain of mother who killed their child because they have nothing to eat. While Nawaz sharif Looted our money and destroy our economy like zardari,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/VoteForIK/status/987995198499229696
@sultansaqi56 @sultansaqi56 @sultansaqi56 @sultansaqi56 @sultansaqi56 @kdsindhi @BBhuttoZardari,Saqlain Abbas  ثقلؔ‏ @sultansaqi56,Apr 22,"#Pakistan,Pakistani,ImranKhan",#Pakistani,You plz dont try to be preacher to Imran Khan. These both are children of Aristocrats who have looted #Pakistan for four decades. #Pakistani nation will teach them lesson in next elections. #ImranKhan is one thousand times better than them.,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sultansaqi56/status/987990298063142912
@tamour_hassan @tamour_hassan @tamour_hassan @tamour_hassan @tamour_hassan @CareemPAK @iFatimaAlAsadi,Tamour Hassan ACA‏ @tamour_hassan Careem PakistanVerified account @CareemPAK,Apr 22,,,"This needs to be known by everyone. i use careem on frequently, find it safe for girls and women. 
Still I advise young girls, don't travel alone. https://twitter.com/CareemPAK/status/987977599560372224 … Hi Fatima, we have zero tolerance for such behaviour and our team reached out to the customer about the corrective measures taken after a thorough investigation.",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/tamour_hassan/status/987987234971414528
@shauketsheikh @shauketsheikh @shauketsheikh @shauketsheikh @shauketsheikh @mobasharmalik @NudrratKhawaja,shauket sheikh‏ @shauketsheikh,Apr 22,,,"How he playing in hands of foreign agency? He demanding same rights as you have. Then whats wrong with it? If our institutions used them as war sheild then you will say Allah hu akabar jihad hu rha ha. But when same people say we need jobs as your child , you say them traitors",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/shauketsheikh/status/987984219031982080
@wamsha92s @wamsha92s @wamsha92s @wamsha92s @wamsha92s @AfreediZaman @wamsha92s @BBhuttoZardari,Jaanisar E Benazir ❤️‏ @wamsha92s Zaman Afreedi @AfreediZaman,Apr 22,,,I am not a child I am not allow to have my picture on Twitter so using my childhood picture https://twitter.com/afreedizaman/status/987976454737743872 … Children r not voters,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/wamsha92s/status/987978565827420162
@faikarana @faikarana @faikarana @faikarana @faikarana @LadyPhantomm,faiqa bayan‏ @faikarana,Apr 22,,,Talking about women in particular they can't beat the superiority coz they were given birth to by women! They are nothing compared to us,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/faikarana/status/987971106555514880
@zulfiqaralimusa @zulfiqaralimusa @zulfiqaralimusa @zulfiqaralimusa @zulfiqaralimusa @MominaMustehsan @AliZafarsays,ZulfiqarAhmedMoosa‏ @zulfiqaralimusa,Apr 22,,,"Asking wrong Qs, men women make mistakes all their lives.Don't try to judge on that & prove him wrong.
& stop yarning",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/zulfiqaralimusa/status/987965815139065856
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @dawoodghural @MominaMustehsan,afia mufti‏ @sheikh_afiya,Apr 22,,,"i was talking about the twitter... as software application... 
there is no sorry for harassment... punishment hoti hai...",2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987964945823420416
@Ahmad13Salman @Ahmad13Salman @Ahmad13Salman @Ahmad13Salman @Ahmad13Salman,Ahmad Salman‏ @Ahmad13Salman,Apr 21,,,"Criticism is so childish. I can't understand that if his wives, his children r ok with this, why people r being khudsakhta danishwar?
 none of bhabies spoke about it till now so it means everything is well settled so let them be yar. 
Wakeel sust gawah chust wala scene hy yahan.",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/Ahmad13Salman/status/987943026260676608
@Aliraza31273000 @Aliraza31273000 @Aliraza31273000 @Aliraza31273000 @Aliraza31273000 @duaaa711 @Dua1234_,Aliraza‏ @Aliraza31273000,Apr 21,,,Thanks dear,1 1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/Aliraza31273000/status/987940527516594176
@HaseebSaleem_ @HaseebSaleem_ @HaseebSaleem_ @HaseebSaleem_ @HaseebSaleem_ @AmmoKhan47,ح‏ @HaseebSaleem_,Apr 21,,,"You took me wrong. 
I didn't say women are the reason.
I said, the mindset, the *TARBIYAY* they get from their parent. 
There's a difference and that's very deep. 
You have to go to the depth to understand this.",2,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/HaseebSaleem_/status/987928704092340226
@HaseebSaleem_ @HaseebSaleem_ @HaseebSaleem_ @HaseebSaleem_ @HaseebSaleem_ @AmmoKhan47,ح‏ @HaseebSaleem_,Apr 21,,,"99% divorces occurs because our women are not taught to adjust. They are taught to fight for themselves and to stay selfish, to keep control on their husbands and his families.  And so many other things. 
They think being sharp is cool. But they don't know this destroys things.",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/HaseebSaleem_/status/987926192518033408
@ALLiZLiez @ALLiZLiez @ALLiZLiez @ALLiZLiez @ALLiZLiez,AL-EL (Ali) #Superman forever‏ @ALLiZLiez,Apr 21,"#MishaShafi,AyeshaGulalai",#AyeshaGulalai,"There is HELL of a difference between the cases of #MishaShafi and #AyeshaGulalai
Both claimed harassment
But
One claims to be harassed sexually (which is physical in nature)
And other claims to have received nasty text messages
Misha can't prove any of it, other can. Help Misha.",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/ALLiZLiez/status/987923989073940480
@LaibaNo38311715 @LaibaNo38311715 @LaibaNo38311715 @LaibaNo38311715 @LaibaNo38311715 @Zainab_Arif123,laibanoor(jaanbaz)‏ @LaibaNo38311715,Apr 21,,,"Wa0ooo phir to ap boooht intelligent ho
Chalye btaye???",1,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/LaibaNo38311715/status/987909484642230272
@Zams706 @Zams706 @Zams706 @Zams706 @Zams706 @Saba776,آوارہ‏ @Zams706,Apr 21,,,Yeah bat bht kam women ko smjh aati ha ... agar ap wali bat ladka kar day to kehtay hain k narrow minded ha and paindo ha ...,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/Zams706/status/987772953101262849
@uak46555ali @uak46555ali @uak46555ali @uak46555ali @uak46555ali @MianIftikharHus,umair Ali Khan‏ @uak46555ali,Apr 21,,,"PTI admitted that no hospital, school, college or university is made in last five years. It claimed that 1.5 lac Chldrn went from private to public sector but we never saw any child of khattak, asad qaiser, yousafzai, shahram or Atif Khan families who changed their children so.",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/uak46555ali/status/987765738160164864
@sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @sheikh_afiya @AzazWazir @Mashriki_Larki @mahwashajaz_,afia mufti‏ @sheikh_afiya,Apr 21,"#harassment,harras,future_rapists,criminal_mentality,women_is_object",#harras,"God bless the women living around such men... whose brains can be triggered after seeing some skin... #harassment, #harras, #future_rapists #criminal_mentality, #women_is_object",,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/sheikh_afiya/status/987751367883284480
@Luckely_happy @Luckely_happy @Luckely_happy @Luckely_happy @Luckely_happy,Talha_sohail  💫‏ @Luckely_happy,Apr 21,,,"Ali zafar harassment case kay baad laga raha hai
Forever alone hi marein Gay hum",1 1 1 1,"Retweet
    
      
    1
  
  
    
      
      Retweeted
    
      
    1",,"Like
    
      
    1
  
  
    
      
      
      Liked
    
      
    1",/Luckely_happy/status/987747707421970433
@tariqmushtaq65 @tariqmushtaq65 @tariqmushtaq65 @tariqmushtaq65 @tariqmushtaq65 @omar_quraishi @AsimYasin,Tariq Mushtaq Ahmad‏ @tariqmushtaq65,Apr 21,,,Leave him. Encourage women to incite as much as possible to look liberal,,"Retweet
    
      
    
  
  
    
      
      Retweeted",,"Like
    
      
    
  
  
    
      
      
      Liked",/tariqmushtaq65/status/987714781636374528
