UserName,FullName,Date,Hashtags,Tweet,Likes,RTs
,,Apr 20,"It's,MeeshaShafi,AliZafarhttps://twitter.com/drsadiaa/status/987043939608866816","It's comments like these that fill me with rage. You always know when things are going astray and such. There's a lot of difference between ""Haath lagana"" and intentional sexual advances. You KNOW it. WE KNOW IT. About time we stop this generalization.
#MeeshaShafi #AliZafarhttps://twitter.com/drsadiaa/status/987043939608866816 …",,
,,Apr 20,Dissapointed,Dissapointed from you You were my idol since school time but I am ashamed that I use to idolise a man who has no respect for women you should be ashamed of your self You have your own daughter you will face karma if you have committed this crime it will happen w/your own daughter,,
,,Apr 20,Bitches,Bitches like you need to stay out of these kind of situation you should be ashamed to call your self a women I hope you face same kind of situation then we will also call your situation cheap publicity stunt I like Ali Zafar but wrong is wrong we stand by @itsmeeshashafihttps://twitter.com/rabipirzada/status/987208870903844864 …,,
,,Apr 20,Islam,Islam gives total protection to women. Western society use women for earning of money in the name of equility. Islam is the only protective religious for women.,,
,,Apr 20,https://m.facebook.com/story.php?story_fbid=174721696581650&id=152661808787639,https://m.facebook.com/story.php?story_fbid=174721696581650&id=152661808787639 … . Extremist Hindus raping and killing Muslims,,
,,Apr 20,koi,koi larki hoti tu 1 bar koi haras ki try krta.. aisa thaper prta k next koi sochna b na... khud moky do. chasky la la k galan kraon teh fer aj akhy sexual harassment??? chawlan,,
,,Apr 20,issi,issi liye mein bolta hi nhi about women rights,,
,,Apr 20,Will,"Will he come back to face these charges as he has promised of returning before interim govt takes over?
Let's see,it may be a signal to him to reconsider his return now.
NAB to investigate Musharraf for 'holding assets beyond means' and 'abuse of power'
 https://www.dawn.com/news/1402768",,
,,Apr 20,ahhaahhhahh,"ahhaahhhahh Kia ye 1 Smosa sb ne khaya
te Phuphi Nu Sula v nhi mari",,
,,Apr 20,No,No female voters will vote for @ImranKhanPTI He all his life insulted them. For him women are only fit for sex. @JahangirKTareen  @Asad_Umarhttps://twitter.com/aamnasarim/status/987119162341429248 …,,
,,Apr 20,@arshad_Geo,"@arshad_Geo  . But @ImranKhanPTI  never respected  women, he only slept with them irrespective who they were. https://twitter.com/arshad_geo/status/987314162962456583 …",,
,,Apr 20,The,The sick mentality of those commenting on an issue as serious as sexual harassment as casually as they are just shows where the root of this problem exists - in our minds. We will continue to breed harassers for as long as we continue to desensitise this issue.,,
