,head,topic_rep,Includes Hariri
683,Salman Toor mixes art with fiction,0,
684,"US wants to work with Pakistan, India to reduce nuclear threat",0,
685,PFUJ urges govt to take steps for journalists’ safety in Balochistan,0,
686,Balochistan's law and order situation reviewed,0,
687,Petitioner has to provide evidence for disqualification: SC says in Tareen's case,0,
688,"Pakistan, Iran keen to rebuild relationship, says NA body chief",0,
689,Siraj raps Nawaz for remarks on SC verdict,0,
690,Emergency in New Delhi as toxic smog thickens by the hour,0,
691,Accord to revive MMA reached: Siraj,0,
693,World Bank projects Pakistan’s GDP growth rate at 5.5pc for 2017-18,0,
695,UN warns of mass famine in Yemen,0,
697,Changing stance on accountability law flies in the face of consensus claims,0,
698,World Bank urges caution against regulatory duties,0,
699,Govt plans further dismantling of Discos,0,
700,Remittances rise to $6.4bn,0,
701,Pope stubs out cigarette sales in Vatican,0,
702,‘Govt hopeful about GSP+ extension’,0,
703,Stocks rally 531 points on mutual fund buying,0,
704,‘Women entrepreneurs contributing to economic growth’,0,
705,Trump’s $250bn China ‘miracle’ adds gloss to off-kilter trade,0,
706,Italy face World Cup nightmare against Sweden,0,
707,Sharjeel to challenge tribunal’s verdict in high court,0,
708,"Sri Lanka much better team now, says coach",0,
709,Maxwell keen to shed X-factor label in search of Ashes spot,0,
710,PCB urged to include disabled cricket in constitution,0,
711,"Gepco, Sepco fined for poor performance",0,
712,27 Tableeghi Jamaat men laid to rest,0,
713,SECP ex-chairman Hijazi's acquittal plea dismissed in Chaudhry Sugar Mills record tampering case,0,
714,Chasing UAE property,0,
715,Only if it serves the state: North Korea's deep internet censorship and surveillance,0,
716,3 suicide bombers killed as Rangers foil 'terror attack' in Rohri,0,
717,"PM Abbasi, COAS visit LoC",0,
719,How South Asian music helped my identity formation as a British-Pakistani,0,
720,"Pakistan Rangers, India's BSF agree to 'revive spirit of 2003 ceasefire agreement': ISPR",0,
721,Musharraf announces 'grand alliance' of 23 political parties,0,
723,Census commissioner rejects political parties' concerns,0,
724,Pakistan offers to allow spy Kulbhushan Jadhav a visit from his wife,0,
725,"Two more cases lodged against religious leader Khadim Hussain Rizvi, others",0,
726,Authorities ask MSF to shut operation in Fata: aid group,0,
727,Activists seek centre's intervention in blocking move to replace A.D. Khowaja,0,
728,"Nation has high hopes from CII for 'Islamisation' of country's laws, says president",0,
729,LHC judge facing reference before SJC seeks open trial,0,
731,Would you fancy an authentic shawarma from Karachi's new eatery Pita?,0,
732,UN to host first talks on use of 'killer robots',0,
733,"Saudi graft purge raises a few concerns, US closely monitoring probe: Tillerson",0,
735,State’s failure in Quetta,0,
736,CTD official summoned with record of 2014 school attack case,0,
737,"In a race against time, Ridley Scott cuts out Kevin Spacey from his latest film",0,
738,Supreme Court to deliberate reopening Hudaibiya Paper Mills reference,0,
739,New cultural program Sarangi hopes to provide platform for Pakistani youth's musical skills,0,
740,The profession’s lone constant,0,
741,Footprints: WORLDS OF SORROW,0,
742,"Security, traffic plans in place as Chehlum observed across major cities",0,
744,Mahira Khan drops 3 truthbombs about harassment in the workplace,0,
746,This child with a learning disability was expelled from school,0,
747,Mumtaz Bhutto's Sindh National Front merges with PTI,0,
748,Supreme Court returns Imran Khan's petition challenging Elections Act 2017,0,
749,Asia being held hostage by 'twisted fantasies' of Kim Jong-Un: Trump,0,
750,Confusion still reigns over Trump-Putin meet in Vietnam,0,
751,Pandya rested for first two SL Tests,0,
752,Woakes spares England’s blushes with inspired burst,0,
753,"Neymar converts one penalty, misses another in Brazil stroll",0,
754,Anderson replaces Stokes as vice-captain,0,
755,BCCI rejects dope tests by national body,0,
757,Paralysed by phobias,0,
760,Celebrities with phobias,0,
761,Fit-again Hazlewood ready to blast out England,0,
762,Wonder Craft: Plastic bag dispenser,0,
764,UK panel rules Uber drivers have rights on wages,0,
765,Hussain and Hassan Nawaz’s deadline to surrender ends,0,
766,"Hubco, Private Power and Infrastructure Board sign agreements",0,
767,US Congress authorises $700 million for reimbursing Pakistan,0,
768,Pakistan offers spy Kulbhushan Jadhav’s meeting with wife,0,
770,‘Man sets girl on fire for rejecting proposal’ in Mandi Bahauddin,0,
771,MQM-P will march to ‘Martyrs’ Monument’ today,0,
772,Three BLA members sentenced to death for blast,0,
773,PML-N leaders discuss mass contact drive,0,
774,Nato backs US efforts to persuade Pakistan against terrorism: Mattis,0,
775,NAB open to public once a month to file complaints in person: chairman,0,
776,Freight rates increased by up to 64pc,0,
777,Upfront tariff for bagasse-run power plants cut,0,
778,Kapco puts Hubco share acquisition on hold,0,
779,Renault suspends talks with Ghandhara Nissan,0,
780,"Sports goods manufacturers demand incentive package, ‘football village’",0,
781,Story Time: The midnight stranger,0,
782,Astonishing peaks,0,
785,"SC to hear PTI appeals seeking probe into PPP, PML-N funding sources",0,
786,"Once taboo, socialism finds comrades among US millennials",0,
787,Putin vows to retaliate for US actions against Russian media,0,
788,Eight more FIRs registered against Islamabad protesters,0,
791,You have to see what Khaadi's latest sale is doing to people,0,
792,Abu Dhabi's Louvre showcases art from Middle Eastern civilisations,0,
793,Book review: The Worst Thing About My Sister,0,
794,Interior ministry suspends licences for automatic weapons across country,0,
795,Chinese consumers spend at least $17.8bn in 'Singles Day' shopping binge,0,
796,"Amir Khan and Faryal Makhdoom are back together and that's it, we can't keep up",0,
797,N. Korea brands Trump 'warmonger' as his Asia tour moves to Hanoi,0,
800,Sindh’s theatre of the absurd,0,
801,Saudi-led strikes hit defence ministry in Yemen capital,0,
802,"Imtiaz Ali saved my life by casting me in Rockstar, says Nargis Fakhri",0,
803,"MQM-P leaders, supporters pay respects at 'Martyrs' Monument' in Karachi",0,
805,PTI MNA accuses party's Ali Gandapur of facilitating suspects in DI Khan girl’s stripping case,0,
806,Is Sonya Hussyn on her way to becoming the next big style icon?,0,
807,Establishment brokered MQM-PSP alliance meet at Sattar's request: Mustafa Kamal,0,
808,Two local employees of Turkish waste management company killed in Rawalpindi,0,
809,Rumman Raees appointed Islamabad United vice captain,0,
810,"Trump, Putin agree 'no military solution' in Syria: Kremlin",0,
811,11 ministers agree TPP deal without US,0,
812,IS recaptures last Syrian urban bastion in fierce fightback,0,
813,Trump allows US troops to join Afghan raids on Taliban targets,0,
814,"AJK part of Pakistan, says Farooq Abdullah",0,
816,Exports to Tajikistan dip on tariff restrictions,0,
817,Modi to meet Trump in Manila,0,
818,MoUs signed at trade fair,0,
819,"Biofuels fight brewing between US, Brazil over ethanol",0,
820,Rural Sindh appears poorest among all: SBP,0,
822,Chinese spend billions in ‘Singles Day’ shopping binge,0,
823,EBRD plans 15 more Uzbekistan projects over next year,0,
824,Bad Nafta outcome could hit cooperation on security: Mexico,0,
826,Saudi-led strikes hit Yemeni defence ministry,0,
827,FPCCI seeks economic agenda of political parties,0,
828,Pence helps give Vietnam Veterans Memorial a holiday washing,0,
830,Breakaway Somaliland to elect new president,0,
831,No let-up in road blockades as sit-in continues in capital,0,
832,Sweden stun Italy in playoff first leg,0,
833,Pakistan’s winless run continues in Melbourne,0,
834,"Artillery fire, Russian airstrikes on displacement camps kill at least 26 in Syria",0,
835,PPP senator warns govt against falsifying rights situation in Pakistan at UN moot,0,
839,"Attack on water tankers prompts protest in Gwadar, Turbat",0,
840,Decentralised admission process to facilitate medical students in KP,0,
841,Mustafa Kamal spills beans on establishment role in alliance with MQM-P,0,
842,SC decision to revisit Hudaibya Paper Mills case unjustified: PML-N,0,
843,Eight districts account for over 3 million male-female voters gap,0,
844,"Indian, English judges to compete for International Court of Justice's office",0,
845,Delhi choked by pollution but Modi minister denies link with deaths,0,
847,Action sought against underage drivers in Shangla,0,
848,Dar may skip court in assets reference on 14th,0,
849,‘MQM-P must not fan hatred by seeking separate province’,0,
850,China's Silk Road revival hits the buffers,0,
851,"I was too lazy to pursue direction or production, says Javed Akhtar",0,
852,Badin police foil marriage of minor girl with 40-year-old man,0,
854,The departure of Coke Studio from classical tropes,0,
856,Dubai Airshow opens with Emirates' $15b Boeing buy,0,
857,Israel warns Gaza militants against revenge attack,0,
858,23 Indian fishermen arrested for fishing illegally in Pakistan's waters,0,
859,Air show kicks off in Dubai without Qatar Airways,0,
860,Teenager set on fire allegedly by friends over monetary dispute,0,
862,"Centre’s nod needed for effluent treatment plants in Karachi, judicial commission told",0,
864,Right-wing threat,0,
865,'Cow vigilantes' lynch Muslim man in India,0,
866,"I'm not Sachin Tendulkar, says Irrfan Khan as he dismisses Bollywood's numbers game",0,
867,"PTI strong enough to contest elections alone, says Jatoi",0,
868,'Old' Trump takes dig at 'short and fat' Kim Jong-Un,0,
869,NON-FICTION: THE CRITICAL VISION OF SIBTE HASAN,0,
870,FESTIVAL: BREAKING OUT OF THE ‘REGIONAL’ TAG,0,
871,COLUMN: A HERO OF OUR TIME,0,
872,FICTION: THE PRISONER OF LOVE,0,
873,NON-FICTION: ASSALAAM ALAIKUM BRITAIN,0,
875,NON-FICTION: A HISTORY OF PERSECUTION,0,
876,LITBUZZ: BRAVE BOOK BY ACTRESS SET FOR LAUNCH,0,
877,Footprints: Closing the roads on commuters,0,
878,‘There’s a Hamlet in all of us’ and other lessons from Zia Mohyeddin's Shakespeare recital on Friday,0,
879,China-US: shaping the future,0,
880,The price of saying Pakistan Zindabad,0,
883,The man who gave us a poisoned gift,0,
884,Trump’s deeply personal reaction to North Korean insults is a break with tradition,0,
886,"Mass graves found in Iraq, could contain up to 400 bodies",0,
887,Ex-CIA head berates Trump for ridiculing former intel chiefs,0,
888,Rishi Kapoor for Kashmir solution so he can visit Pakistan,0,
890,Turkey denies it planned to kidnap cleric Gulen from US,0,
891,Queen Elizabeth steps back from Remembrance Sunday role,0,
892,Two teenage boys held for setting friend on fire over petty issue,0,
893,Banking Mohtasib paves way for reconciliation,0,
894,Getting rid of Sharifs won’t solve problems: Hashmi,0,
897,View from the courtroom: UN working group set to review country’s progress on human rights,0,
898,Reasons why Pakistan loses international arbitration,0,
899,Rupee report: Rupee stable against dollar,0,
900,Banks’ profitability face choppy waters,0,
901,Emirates buys $15.1bn US planes on first day of Dubai Air Show,0,
902,JI calls for accountability over Paradise Papers,0,
903,Orbital ATK launches eighth cargo mission to ISS,0,
904,CCI to discuss provisional census report today,0,
905,"Dr Asim met Farooq Sattar without informing PPP leadership, objects Faryal Talpur",0,
906,Money Market: Bank borrowings rise by 3.45pc,0,
907,PML-N to shun ‘confrontation’ in election campaign,0,
908,"Bhoja Air, CAA officials booked over 2012 crash",0,
909,Parties differ on reasons behind MMA’s revival,0,
910,Myanmar soldiers gang-raped Rohingya women: UN,0,
911,Chinese firm all but stops work on power transmission line,0,
912,Boy seriously injured in firing by Indian forces,0,
913,Trump mocks people opposing better ties with Russia,0,
914,"Delhi smog shortening lives, say doctors as hospitals fill up",0,
915,52 senators to retire in March,0,
917,Future of small hydropower plants in the doldrums,0,
918,Three shot dead in Balochistan incidents,0,
919,Taliban splinter group splits further,0,
920,"Lynn, Imran top picks at player draft for expanded PSL",0,
921,Pakistan finish with wooden spoon in Melbourne,0,
922,England deny Australia win in women’s Ashes Test,0,
923,ICC begins recruitment process for independent director,0,
924,Three security men injured in Bannu blast,0,
925,Why privatising major airports is not a good idea,0,
926,Hundreds join #MeToo march in Hollywood against sexual abuse,0,
928,2 soldiers martyred in attack on Pak-Afghan border checkpost: ISPR,0,
929,Climate change imperils one in four natural heritage sites,0,
930,'I was so scared of dying': Desperate Rohingyas swim from Myanmar to Bangladesh to flee violence,0,
932,7pc drop in foreign students enrolling at US colleges: report,0,
933,Saawan wins Best Foreign Film at Alexandria Film Awards,0,
934,Wouldn't have replaced Hillary as presidential candidate: Joe Biden,0,
935,Khanewal man sets wife alight over domestic dispute,0,
936,Vietnam and China agree to avoid conflicts in South China Sea,0,
937,Qandeel murder case: court extends judicial remand of Mufti Qavi for 7 days,0,
938,"Inquiry ordered after 14-year-old killed in shoot-out between Karachi police, drug dealers",0,
939,Traditional wedding reception for Chinese couple in Battagram district,0,
940,Pakistan Development Update: November,0,
941,Gal Gadot won't do Wonder Woman sequel if Brett Ratner is involved,0,
942,SC wants allegations against missing persons given 'in black and white',0,
943,Australian academic's book pulled over China backlash fears,0,
944,Is Amir Khan appearing on a reality show after all?,0,
945,ECP reserves verdict on petition challenging PTI's intra-party elections,0,
946,Redrafting corporate governance law,0,
948,Musharraf’s ‘alliance’,0,
949,Does a city like Karachi even need a Biennale?,0,
950,"Nadra yet to issue cards to 370,000 registered Afghans",0,
951,Ayub’s attack on Progressive Papers,0,
952,Classical music legend Saffiah Beyg's book Sampurna launched,0,
953,"In Verna, I play a woman who doesn't have fear in her DNA: Mahira Khan",0,
955,SC seeks NAB response on removal of Dr Asim's name from ECL,0,
957,Yemen rebels vow escalation as Saudis look to relax blockade,0,
958,Trump hails 'great relationship' with self-proclaimed killer Duterte,0,
959,"Karachi's knifeman can stab us, not silence us",0,
961,Saudi sovereign fund value jumps amid market turmoil,0,
962,"Power, desalination plants for Gwadar Free Economic Zone",0,
966,Puigdemont ready to consider alternatives,0,
968,Eight Afghan policemen killed in ‘Taliban attack’,0,
969,Air raids kill 29 civilians in Syria,0,
970,Swat’s tourist resort turns into garbage dump,0,
972,Opposition decides to table no-confidence motion against deputy speaker,0,
973,Sindh IG orders inquiry into alleged police torture,0,
975,Kulsoom win:  jurisdiction of election tribunal questioned,0,
976,Panama accountability: Siraj wants early hearing of party petition,0,
977,Govt reluctant to remove protesters,0,
978,‘Killer’ of transgender person arrested,0,
979,Aptma wants to import cotton from India,0,
980,Israel arrests top Islamic Jihad militant,0,
981,Stocks lose 195 points despite foreign buying,0,
983,Housing to get boost with cheaper financing,0,
984,"Lahore's rickshaw drivers challenge Uber, Careem with new app",0,
985,"Establishment has not supported any particular political party, clarifies DG Rangers Sindh",0,
986,Chinese couple holds marriage ceremony Pakistani way,0,
987,"Mosaic nation: What made the census flawed and controversial
",0,
988,CCI breaks deadlock on delimitation,0,
989,US bill delinks LeT from Haqqani network,0,
990,Justice Khosa withdraws from Hudaibya appeal hearing,0,
991,"Kabul, Nato told to eliminate terror sanctuaries in Afghanistan",0,
992,Iran searches for quake survivors as death toll climbs to 421,0,
993,"Federal, KP govts fail to obtain missing persons data",0,
994,"Early polls, minus-Sharif formula not acceptable to PML-N",0,
996,Sindh National Front merger with PTI can last if promises fulfilled: Mumtaz,0,
998,NAB to challenge sub-jail status for Langove’s home,0,
1000,Call for setting up new commission on enforced disappearances,0,
1001,"Dry spell ends as Balochistan receives showers, snowfall",0,
1002,Refineries on verge of closure,0,
1003,Sales of automobiles surged 32pc in July-Oct,0,
1004,Trade gap widens to $3.04bn,0,
1005,$150m guarantee for LNG suppliers,0,
1007,Moeen fit to play ahead of Ashes opener,0,
1008,Police arrest 8 protesters in Islamabad as govt decides to give negotiations another chance,0,
1009,'My father’s killer was sentenced to death at the age of 17; I forgive him and don't want him hanged',0,
1010,"Qatar 'thousand times better off' without Gulf allies, says emir",0,
1012,Taliban attacks kill dozen of security officers in Afghanistan,0,
1013,'Priyanka lost 10 films due to sexism in Bollywood',0,
1014,Unloved vultures fight for survival in Pakistan,0,
1015,Elderly woman killed in Indian troops' firing across LoC,0,
1018,"Proposed constitutional amendment on census deviates from constitutional framework, Fafen warns",0,
1020,Pakistan summons Afghan chargé d'affaires to protest cross-border militant attack,0,
1022,'The Problem With Apu' questions stereotyping of South Asians in 'The Simpsons',0,
1024,"Hazlewood holds key to battering England, says Starc",0,
1025,Heartbroken Italians demand answers after World Cup 'apocalypse',0,
1026,At least five killed in multiple shootings near California school,0,
1027,Lights! Camera! Sellout!,0,
1028,'Weinstein Effect' goes global as powerful men confronted,0,
1029,Watch this news anchor correct Mustafa Kamal's casual sexism on live TV,0,
1030,Samiullah wants probe into Melbourne disaster,0,
1031,"Mufti Qavi walks after submitting surety bonds worth Rs200,000",0,
1032,Meddling in politics,0,
1033,Transit trade,0,
1034,Bravery of a different kind,0,
1035,The stars that faded away,0,
1036,I ate my way through Islamabad Eat and picked 5 of its best dishes,0,
1037,Thousands march in Poland nationalist rally,0,
1038,Has Verna been banned by the Central Board of Film Censors?,0,
1040,"NAB asks accountability court to seize Hassan, Hussain Nawaz's assets",0,
1042,Double-edged as any language,0,
1043,"'RAW running $500 million cell to sabotage CPEC,' says Gen Zubair Hayat",0,
1044,"Minor girl raped, killed in Larkana",0,
1045,ATC grants bail to Imran in four cases,0,
1047,Nawaz again challenges accountability court decision to hear corruption references separately,0,
1048,It's official: The Lord of the Rings is being made into a TV series,0,
1049,"SC reserves verdict in Imran Khan, Jahangir Tareen disqualification case",0,
1050,"Pakistanis ‘not free’ online for sixth consecutive year, says report",0,
1053,"Bill to slap ban on gutka, mainpuri introduced in Sindh Assembly",0,
1054,All five cases of Karachi knife attacks closed for lack of proof,0,
1055,"Verdict reserved on disqualification pleas against Imran, Tareen",0,
1056,LHC judges receive Model Town probe report for examination,0,
1057,PM unveils 10-year uplift package for Balochistan,0,
1058,Terror alert issued for Parachinar,0,
1059,Pakistan lodges protest with Afghanistan over attacks,0,
1060,AJK Supreme Court restores education package,0,
1061,Imran calls for reforestation campaign,0,
1062,Pakistan bound to rise after meeting challenges: COAS,0,
1063,Fazl rejects establishment’s role in MMA’s revival,0,
1064,Fafen highlights seat disparity in delimitation bill,0,
1066,Lawyer who defended ‘Lady Chatterley’ dies,0,
1067,Non-bailable warrants out for ‘embattled’ Dar,0,
1068,US approves first pill with digital tracking device,0,
1070,"Commander can refuse president’s order to launch nukes, US Senate told",0,
1071,Foreign Minister Khawaja Asif conferred with an honorary PhD by Swiss University,0,
1072,Diary of a Careem-aholic,0,
1073,LPG imports choke as prices soar,0,
1074,Pakistan to get $4.7bn under Asian Development Bank’s new business plan,0,
1075,PSX loses weight in MSCI review,0,
1076,Sharia advisers regulations approved for Islamic financial services sector,0,
1077,Mari Petroleum finds gas in Ghotki,0,
1079,"Customs cooperation key to regional trade, says PM’s revenue assistant",0,
1080,Leather exports suffering due to DLTL delay,0,
1081,Portuguese builders keen to invest in Pakistan,0,
1082,Uncertain Cummins hoping to emulate Johnson,0,
1084,"Pakistan in semis, India out of U-19 Asia Cup",0,
1085,Player draft or cricket’s cattle market?,0,
1086,International return for Zlatan gets Sweden talking,0,
1087,Iran quake victims battle freezing cold,0,
1088,Trump Jr’s WikiLeaks exchange adds intrigue to Russia probe,0,
1089,No trace of  the missing,0,
1090,Olympian fencer Ibtihaj inspires Barbie’s first hijab-wearing doll,0,
1092,Election Commission replaces 86 officers in major reshuffle,0,
1094,Vidya Balan calls out journalist for fat-shaming her,0,
1095,Visiting a Rohingya refugee camp was the most heart-wrenching medical mission I've undertaken,0,
1097,Pakistan returns Afghan soldier who crossed Durand Line,0,
1098,Six Pakistanis featured on Forbes magazine's '30 under 30' list,0,
1100,"SP, three family members gunned down in Quetta",0,
1101,Parliamentary leaders make headway on delimitation based on provisional census data,0,
1103,"Entire Peshawar Zalmi, Islamabad United squads ready to visit Pakistan for PSL",0,
1104,National Security Committee decides to increase development resources for Balochistan,0,
1105,"Nawaz vows to continue struggle for 'sanctity of vote, provision of justice'",0,
1106,Opium cultivation in Afghanistan at all-time high,0,
1107,FO summons Indian DHC over ceasefire violations,0,
1108,The fourth wave,0,
1109,A place to go,0,
1110,Maryam continues with her ‘anti-judiciary refrain’,0,
1111,Water insecurity,0,
1112,Let Mahira Khan show you how to rock urban desi glamour,0,
1113,NAB presents two witnesses in Sharif family's corruption references as trial formally begins,0,
1115,No consensus on National Accountability Commission as another round of talks fail,0,
1117,‘Peace committee’ slaps Taliban-style curbs on Wana,0,
1118,Lockheed offers glimpse into missile defences eyed by Saudis,0,
1119,Xi to send envoy to North Korea after Trump visit,0,
1120,I felt the need to support new people in the industry: Ahsan Khan on signing Chupan Chupai,0,
1121,"Amended Elections Act 2017 gives Nawaz legal cover as head of PML-N, ECP tells PAT",0,
1122,Republicans and Democrats join forces to pass $700 billion US defence bill,0,
1124,15 bullet-riddled bodies found in Balochistan's Kech district,0,
1125,'Terror attacks killed 956 in Pakistan last year',0,
1127,"Woakes takes six, injury scare for Bairstow in final warm-up",0,
1128,Rain threatens to disrupt start of India-Sri Lanka Test series,0,
1129,‘UK must act to unblock Brexit talks’,0,
1132,Watling in doubt for WI Test,0,
1133,Hat-trick hero Jedinak sends Australia to World Cup,0,
1134,Ponting predicts stroll for Aussies,0,
1136,Egyptian diva to face trial for disparaging Nile,0,
1137,"EU countries pledge to take 34,000 refugees",0,
1138,UK cyber security chief blames Russia for hacker attacks,0,
1139,"Hate crimes against Muslims, S. Asians rise in US",0,
1140,Scientists try first gene editing in the body,0,
1141,RSF deplores Trump’s media treatment,0,
1142,"Afghanistan, Turkey, ex-Soviet trio sign corridor agreement",0,
1143,Mnangagwa: Zimbabwe’s leader in waiting?,0,
1144,Federer downs Zverev in ‘generation game’ to reach semis,0,
1146,Terrorism index places Pakistan at fifth spot,0,
1147,Foreign investment jumps by 74pc,0,
1148,Sindh govt to forward 28 terrorism-related cases to military courts,0,
1149,"IG, secretary told to explain inaction against police officials",0,
1151,SC review verdict was ‘message’ for NAB court: Sharif,0,
1152,National Assembly set to pass fresh delimitation bill today,0,
1153,"Police officer, three members of family shot dead in Quetta",0,
1154,National Security Committee decides to benefit from available energy import options,0,
1155,NAB set to proceed against Dar in Hudaibya case,0,
1156,Acid attack convict sentenced to 60 years in jail,0,
1157,‘Free Balochistan’ messages removed from London buses,0,
1158,Ahsan Iqbal warns sit-in organisers of extreme action,0,
1159,No consensus yet on accountability structure,0,
1160,Legal assistance to Pakistanis detained abroad sought from SC,0,
1161,Pakistan condemns truce violations by India,0,
1162,Lawyers assure Sharif of support for struggle,0,
1163,Return filing date extended to Nov 30,0,
1164,Petrol war continues as PAMA joins fray,0,
1165,Gilgit-Baltistan protesters demand withdrawal of taxes,0,
1168,Imran Khan’s statement in four cases to police deemed ‘inadmissible’,0,
1169,Bodies of 15 killed in Turbat flown to Lahore,0,
1170,"Guru Nanak, Wali Qandhari and other stories about how Hasan Abdal got water",0,
1171,"Drake paused his concert to tell a fan to ""stop touching girls""",0,
1173,NA passes Elections (Amendment) Bill 2017 to 'strengthen' Khatm-i-Nabuwwat clauses,0,
1174,Gazain Marri granted bail in Justice Nawaz murder case,0,
1175,NAB asks interior ministry to put Ishaq Dar's name on ECL,0,
1176,Angelina Jolie condemns sexual violence against Rohingya women fleeing Myanmar,0,
1177,London's Old Vic theatre receives 20 allegations against Kevin Spacey,0,
1179,"Gulf Cup falls victim to Qatar crisis as Saudi Arabia, UAE, Bahrain withdraw",0,
1180,National Assembly passes bill to enable fresh delimitation of constituencies,0,
1181,Man confesses to setting wife alight for refusing to permit second marriage in Tank district,0,
1182,"Cold response from govt, public dampens resolve of religious parties’ protesters",0,
1183,Police file another case against protesters in Islamabad,0,
1184,"Pakistan awaits Indian response on dialogue on Kashmir, other disputed territories: FO",0,
1185,'World's oldest' 48-feet long Buddha statue unearthed in Haripur district,0,
1186,14 killed in suicide attack outside Kabul wedding hall: officials,0,
1187,Extra police deployed in Pindi,0,
1188,Creating our own stories,0,
1189,Film censorship,0,
1191,Taliban resurgence?,0,
1192,Dr Asim's name to be struck off ECL,0,
1193,Serena Williams set to tie the knot in New Orleans: reports,0,
1195,Be forewarned,0,
1196,CJP rejects Nawaz Sharif's appeal for clubbing of corruption references,0,
1197,'Mounting evidence' of Myanmar genocide: watchdogs,0,
1200,"COAS Bajwa and US Centcom commander meet, discuss Afghanistan",0,
1201,Verna is cleared for screening in the UK with no cuts,0,
1202,This 1935 Bentley is a rare beauty,0,
1203,A complete timeline of Amir Khan and Faryal Makhdoom's love-hate relationship,0,
1205,Lakmal rocks India with triple strikes on curtailed first day,0,
1206,Four Discos told to explain overbilling,0,
1207,Business confidence improves: OICCI,0,
1208,Bulls stage comeback after four-day of losses,0,
1209,‘Pakistan LNG import project consortium folds’,0,
1210,Zaka hits out at PCB over handling of Hafeez's case,0,
1211,Break-seeking Kohli says he’s not cricket robot,0,
1213,"‘Fake news’ becomes a business model, say researchers",0,
1215,Nine news outlets likely to be labelled ‘foreign agents’ in Russia,0,
1216,IBM urged to avoid working on US immigrants,0,
1218,South Korea quake leaves over 50 injured,0,
1220,"FBR, ministry trade fire over regulatory duties",0,
1221,UN pleads for end of Yemen blockade or ‘untold thousands’ will die,0,
1222,"Oil supply chain disrupted, OCAC warns",0,
1223,Rauf Siddiqui summoned in Baldia factory fire case,0,
1224,"Funeral for martyred SP, three relatives held",0,
1226,National Assembly legislation paves way for timely elections,0,
1227,Probe report on Buleda killings to be shared with public: Iqbal,0,
1228,Sharif’s plea against NAB references rejected,0,
1229,"Pakistan, US trade blame over cross-border terrorism",0,
1231,Blast near political gathering in Kabul leaves 14 dead,0,
1232,NAB wants Dar’s name placed on ECL,0,
1233,Unemployed youth from Punjab easy prey for traffickers,0,
1235,"Support for government in National Assembly ‘a bitter pill’, says Murad",0,
1236,Sharif promises to raise Murree’s issues with PM,0,
1238,"TTP has foothold in Afghanistan, says Abdullah",0,
1240,Gazain granted bail in murder case,0,
1241,Aga Khan presents Global Pluralism Award,0,
1242,Karachi astronomer’s moon images feature on Nasa website,0,
1243,Verna will release in Pakistan without cuts,0,
1244,Pakistani freed by India after 12 years,0,
1245,Senate standing committee condemns terrorism in Balochistan,0,
1246,Iraqi forces retake the country's last IS-held town,0,
1247,Anti-corruption campaign in Saudi brings hope to businessmen,0,
1249,These banyan trees are proof of Pakistan’s roots in inter-religious peace,0,
1250,"After Modi reforms, Moody's raises India credit rating for first time in 10 years",0,
1251,China rejects Katy Perry's visa to perform at Victoria's Secret fashion show,0,
1254,Dr Asim Hussain removed from PPP Karachi's leadership,0,
1255,NATO apologizes to Turkey after Erdogan shown as foe,0,
1256,Would've been a better player if Coach Arthur had trained me 10 years ago: Sohail Khan,0,
1257,PTI may expel lawmaker who accused Ali Ameen Gandapur of patronising teenage girl's abusers,0,
1258,"19,000 illegal immigrants from Pakistan handed over by Iranian authorities in 2017",0,
1259,Sicilian Mafia 'Beast' Toto Riina dies,0,
1260,"370,000 Afghan refugees registered in four months: report",0,
1261,"PTV current affairs director sacked after allegations of harassment, misuse of authority",0,
1262,Which cafe serves the best hot chocolate in Karachi?,0,
1263,Petrol additives,0,
1264,Balochistan killings,0,
1265,Malala makes it to Bazaar's 150 Visionary Women list,0,
1266,The long wait for breakup,0,
1267,Volcano alert,0,
1268,Jami Mahmood's directorial debut O21 is finally on Netflix,0,
1270,‘Najafi report is public document and govt just a custodian’,0,
1271,Senate passes Elections Amendment Bill 2017,0,
1272,Two killed in 'unprovoked' Indian shelling in AJK: officials,0,
1274,Japan's Abe vows to bolster defense amid North Korea threat,0,
1275,Victims of sexual harassment should speak up without fear: Farhan Akhtar,0,
1276,Key suspect in Lal Shahbaz Qalandar shrine attack arrested,0,
1277,Govt makes last-ditch appeal to Islamabad protesters; hospitals placed on high alert,0,
1278,"BLF commander, allegedly involved in killing of 15 near Turbat, killed: ISPR",0,
1282,Former MQM-P sector head arrested in Dr Naushad killing case,0,
1283,Saeed’s plea against detention deferred,0,
1285,JI plans long march on Islamabad over delayed Fata reforms,0,
1286,Study shows some sugars can heal wounds,0,
1287,Access to HIV treatment demanded for transgender persons,0,
1288,Doing it together,0,
1289,IS routed from its last Iraqi base,0,
1290,NAB seeks details of PML-Q leaders’ assets,0,
1291,Sock stuns Zverev to prolong ATP Finals adventure,0,
1292,Pakistanis to get equal opportunity to invest in CPEC economic zones,0,
1293,FIFA rankings ‘loophole’ likely to disappear after World Cup draw,0,
1295,Australia recall wicket-keeper Paine in Ashes surprise,0,
1297,Energy ministry proposes changing fuel colour to ensure purity,0,
1298,UNGA adopts Pakistan-sponsored resolution on self-determination,0,
1299,Congress approves bill delinking Haqqani network from LeT,0,
1300,Local laws apply to convict transferred to Pakistan: SC,0,
