,head,topic_rep,0.43: Kashmir
7020,"Political decisions should be taken at polling stations, not courts: PM Abbasi",0,
7021,Bangladesh's mega refugee camp plan 'dangerous': UN official,0,
7022,Jackie Chan confirms Rush Hour 4 in the works after fans' decade-long wait for sequel,0,
7023,"'We're not 20 years old any more', says Nadal to silence critics",0,
7024,"Car strikes pedestrians outside museum in London, injuring some",0,
7025,Mail box,0,
7026,Admiral Zafar Mahmood Abbasi takes charge of Pakistan Navy,0,
7027,"Mickey Arthur's contract extended till 2019 World Cup, PCB official says",0,
7028,Amir ruled out from ODI squad after shin injury,0,
7031,Experience: Community service is not a piece of cake!,0,
7032,Health: Guard your brain power!,0,
7033,Spotlight,0,
7034,Story Time: The day I got lost!,0,
7036,Leap!,0,
7037,Cook-it-yourself: Pizookie,0,
7040,Praetorian rule of law,0,
7041,A deafening silence,0,
7043,"Just how much does Nawaz Sharif own, according to himself?",0,
7044,Wonder Woman,0,
7045,14 killed as wagon collides with bus in Balochistan's Mastung,0,
7046,Weird buyer’s market brewing for hurricane cars,0,
7047,Google to use balloons to provide Puerto Rico cell service,0,
7048,Karunaratne misses double ton but SL take command,0,
7049,Pakistan off to Dhaka for hockey Asia Cup,0,
7050,"Injury to Amir, poor planning leave Pakistan in disarray",0,
7052,Turkey-backed rebels in new Syria operation: Erdogan,0,
7054,US approves sale of $15bn missile system to S. Arabia,0,
7059,"Bangladesh in tatters after Amla, du Plessis hit centuries",0,
7060,Strong demand for cotton keeps prices firm,0,
7061,"Dar not to attend World Bank, IMF meetings amid graft case",0,
7062,Wheat stocks hit historical peak of 9m tonnes,0,
7067,15 killed in accident on Quetta-Sibi highway,0,
7068,PML-N probe body to fix blame for controversial Khatm-i-Nabuwwat amendment,0,
7069,Realpolitik and the crude glue,0,
7070,PM Abbasi assails PPP on its home turf,0,
7071,PIA mulls suspending flight operation for US,0,
7072,KP seeks Asian Development Bank's help for health sector reforms,0,
7074,SMEs losing ground to imports from China,0,
7075,Pakistan warned against delaying anti-tax evasion measures,0,
7076,PNSC eyes marine services business,0,
7077,"US, Pakistan stay engaged to defuse tensions",0,
7078,"Data collected through geofencing, Punjab police approached to help arrest ‘knifeman’",0,
7079,Pakistani among three charged with plotting NY attacks,0,
7080,Chandio asks Imran to mind his language,0,
7082,Attack on Saudi palace in Jeddah kills 2 royal guards,0,
7083,"Trump says North Korea diplomacy has failed, 'only one thing will work'",0,
7086,Imran threatens agitation in Islamabad if Nawaz 'destroys order',0,
7087,Former ISI chief Lt Gen Rizwan Akhtar takes early retirement from army,0,
7088,'How did IS emerge in Afghanistan under US watch?' asks Hamid Karzai,0,
7090,Justice (retd) Javed Iqbal appointed NAB chairman,0,
7092,CM Shahbaz celebrates arrival of Orange-Line Metro in Lahore,0,
7093,Second Test: Sri Lanka 34-5 at close as Pakistan fight back,0,
7095,This wildlife photographer hopes to save Pakistan's dying birds with his lens,0,
7097,"Security measures at Karachi prison still unsatisfactory, judge’s visit reveals",0,
7098,Coup talk,0,
7100,IG recommends daily allowance for police at current revised rate,0,
7101,Oil tanker catches fire at filling station,0,
7104,Six-month plan devised to eliminate dengue larvae in Peshawar,0,
7105,NON-FICTION: AN EXTRAORDINARY DIARY,0,
7106,Federal Law Minister Zahid Hamid meets Shahbaz,0,
7107,COLUMN: HOME IS WHERE THE HEART IS,0,
7108,FICTION: THE MONSTERS WITHIN US,0,
7109,NON-FICTION: THE SOUL OF A NATION,0,
7112,"NON-FICTION: GIRL, UNINTERRUPTED",0,
7113,SMOKERS’ CORNER: THE ORDER OF WORDS,0,
7114,Iran confirms nuclear negotiator imprisoned for spying,0,
7115,IS ousts Syrian troops from jihadist bastion,0,
7116,Women march through desert for Israeli-Palestinian peace,0,
7119,Winless quartet face crunch time in Quaid Trophy,0,
7120,Costa Rica clinch World Cup berth on Waston’s late goal,0,
7122,Ronaldo sets up Swiss showdown; France on brink of World Cup,0,
7124,Drone kills five Al Qaeda suspects,0,
7125,Was US military behind top Russian army official’s killing in Syria?,0,
7126,Police release driver after crash near London museum,0,
7127,Refugee issue complicates Merkel’s bid to form govt,0,
7128,"Scottish independence case helped by Brexit chaos, says Sturgeon",0,
7129,"Kim Jong Un promotes sister, reaffirms nuclear drive",0,
7130,Trump says US has no immediate plan to move embassy to Jerusalem,0,
7132,Nigeria first team from Africa to qualify for Russia World Cup,0,
7133,View from abroad: Jeremy Corbyn’s epic journey,0,
7134,"Committee set up on SHC order frames police transfer, posting rules",0,
7135,"PPP rejects PM’s graft allegations, reminds him of LNG scam",0,
7136,"Foolproof security at all shrines in Sindh ensured after Jhal Magsi tragedy, says Siyal",0,
7137,Alternative plan to run Orange Line train,0,
7138,Abe vows to tackle N. Korea threat ahead of election,0,
7139,Second Test: Bizarre last session leaves Dubai Test in the balance,0,
7140,Creating the right kind of jobs should be the priority for Pakistan,0,
7141,"Nine years since the recession, why are employers still stingy with raises?",0,
7143,First train of Orange Line project unveiled in Lahore,0,
7144,Fata sees largest increase in number of voters,0,
7146,"Provinces seek real time access to oil, gas, power data",0,
7149,Fata-KP merger issue being exploited for political gains: Fazl,0,
7150,Sponsors of hydropower projects accuse govt of reneging on commitments,0,
7151,"Govt awaiting inquiry report on Rangers deployment, says Ahsan",0,
7152,‘Reforms set quality education wheel in motion’,0,
7154,Macroeconomic risks in Pakistan increasing: World Bank,0,
7155,Rupee report: Dollar gains against rupee,0,
7156,Four reasons why devaluation will hurt the Pakistani economy,0,
7157,Money Market: Bank borrowing falls by 1.22pc,0,
7159,Human capital remains underdeveloped,0,
7160,Lag in data reporting leads to low ranking in global index,0,
7161,The influence of analysts’ reports on investors,0,
7162,Tubewells hurting Punjab subsoil water health,0,
7163,Rice exports off to a flying start,0,
7164,Distressed enterprises need a better support mechanism,0,
7165,Keeping competition out: Iran start-ups thrive despite sanctions,0,
7166,JCSC chief Gen Zubair invited to Washington conference,0,
7168,"Sexual assault on boys in Kasur: Sociologists, psychologists to help find out causes of crime",0,
7169,Special Branch wants terror suspects placed on fourth schedule,0,
7170,9 points to remember if you're seeking therapy for mental health challenges,0,
7171,Qatar crisis can end if Doha gives up FIFA World Cup: UAE security official,0,
7175,Red Cross to reduce Afghanistan presence after deadly attacks,0,
7176,Ranveer Singh is giving off major Khal Drogo vibes in the new Padmavati trailer,0,
7177,Richard Thaler of US wins Nobel Economics Prize,0,
7178,Second Test: Pakistan fightback sets up intriguing finish,0,
7179,Two women killed in Marseille station knife attack,0,
7180,Making it to Silicon Valley,0,
7181,Dove apologises for 'racist' body wash ad,0,
7183,Usman Khawaja opens up about racism and sports in Australia,0,
7190,X-SQUARE: A FITTING LOSS FOR A FIT UNIT,0,
7192,Actress Komal's 'runaway' landlord granted bail by SHC,0,
7193,German conservative parties say they agree on migrant limit,0,
7194,Black rhino to return to Chad after South Africa deal,0,
7195,PSX closes red after KSE-100 index loses 213 points,0,
7196,Pakistan no more reliant on US for military needs: Prime Minister Abbasi,0,
7200,Centre asked to end its ‘unfair treatment’ of Pakhtuns,0,
7201,Hospital officials suspended for dumping waste in river,0,
7202,Dengue scare at Khyber Teaching Hospital as death toll reaches 50,0,
7203,Market seesaws amid currency drama,0,
7204,Corridors of power at a standstill,0,
7205,3 Hazaras among 5 shot dead on Quetta's Kasi road,0,
7206,"Multinational brands should support classical musicians, says Khalid Ahmed",0,
7209,Govt asked to set up separate zone for six backward dists,0,
7210,Tom Petty returns near top of Billboard album sales chart after death,0,
7211,PTI seeks disqualification of KP MPA Ziaullah Afridi for joining PPP,0,
7213,What is the future of Maula Jutt?,0,
7214,Here's why security cameras are becoming an absolute essential for Pakistanis,0,
7215,US Vice president exits NFL game after anthem protest,0,
7217,"At least 12 dead, scores missing in Rohingya capsize: officials",0,
7219,Top Republican lawmaker says US on course for WWIII with Trump at helm,0,
7220,Trump sends Congress immigration legislation priorities,0,
7221,ICC set to approve long awaited 'World Test Championship': report,0,
7223,"Senate panel gives Sindh govt, PR 15 days to resolve issues for KCR revival",0,
7224,"Policemen booked for kidnapping citizen for ransom, court told",0,
7225,Karachi’s serial ‘knifeman’ unleashes collective fear,0,
7226,Rape case against three in Hussain Khanwala village,0,
7227,Movie mogul Weinstein fired over harassment claims,0,
7229,Malala tweets a photo of her first day at Oxford,0,
7230,A new film festival for Karachiites is in the works,0,
7231,Thousands evacuate as California wildfires kill 10,0,
7233,"From flying taxis to robocops, Dubai as a tech pioneer",0,
7234,Sex attacks leave Rohingya children fearful in Bangladesh’s camps,0,
7235,Global logistics body elects Pakistani as president,0,
7236,Policeman on bail in Benazir case given assignment,0,
7237,Shaheer Niazi — teenager who put Pakistan on science map,0,
7238,PTI ‘tacitly’ endorses NAB chief’s appointment,0,
7239,Fiscal deficit for July-Sept drops to 10-year low,0,
7240,Sindh CM voices concerns over working of SC-appointed water commission,0,
7243,NAB team to leave for London to collect evidence of Sharif properties,0,
7244,SJC reserves ruling on reference against LHC judge,0,
7245,Pakistan capable of thwarting any aggression: Bajwa,0,
7246,"Real-time access to fuel, power data for provinces approved",0,
7247,Three soldiers martyred in North Waziristan attack,0,
7248,Pakistan attempts to restart Afghan peace process,0,
7250,SC allows appeal against LHC’s ruling on standard of higher education,0,
7251,Abbasi ousts long-time aide in row over funds for LNG,0,
7252,South Asia no longer world’s fastest-growing region,0,
7253,FPCCI urges immediate release of refunds,0,
7254,ANP slams centre for ‘ignoring Balochistan’,0,
7255,Google finds evidence of Russian operatives seeking to interfere in 2016 US election,0,
7256,Sustainable farming needed for food security: FAO,0,
7257,Make or break for Messi and Argentina in World Cup qualifier,0,
7258,PSX dips further as KSE-100 index sheds 489 points,0,
7259,"Why the most ambitious initiative to change Fata’s status is put on hold
",0,
7260,"Ivana vs Melania: First wife is 'self-serving', says US First Lady in White House statement",0,
7261,"PTI to 'closely monitor' progress of newly appointed NAB chief, says Imran",0,
7262,Islamabad High Court to hear bail plea of US terror suspect on Friday,0,
7263,Iran warns US on designating Revolutionary Guards terrorist group,0,
7264,NAB directed to probe sale of PIA plane to Germany museum,0,
7265,"Kulsoom Nawaz to undergo first chemotherapy session, says Maryam",0,
7268,London mayor to visit Pakistan to boost trade ties,0,
7269,"Cabinet refers federal jobs quota issue to Parliament, CCI",0,
7271,Bangladesh arrests top leaders of Jamaat-e-Islami,0,
7273,"Jahangir Tareen case: SC raises questions on ownership of 18,500-acre land",0,
7274,"Shoaib Malik, Pollard, Sangakkara among Multan Sultans top picks",0,
7275,Two killed in vehicle ambush on Kenya coast,0,
7276,"Depression should not be considered a character flaw, says Deepika Padukone",0,
7277,Gloves off as Japan election campaign starts,0,
7279,New Zealand police sorry for 'insensitive' road death tweet,0,
7280,Do you know how to support friends and family through mental illness?,0,
7282,Striking gold at the landfill,0,
7283,Public-sector strikes add to pressure on France's Macron,0,
7284,Farhan Saeed bags his first film with Punjab Nahi Jaungi writer Khalil ur Rehman,0,
7285,"Gulalai violated PTI's laws, Imran's lawyer tells ECP",0,
7286,7 celebrities who've spoken out about dealing with mental illness,0,
7287,PIA incurs losses worth over Rs146 billion in last 4 years,0,
7288,Police take Gazeen Marri into custody again for interrogation into terror cases,0,
7289,"Sri Lanka thrash Pakistan, claim Test series",0,
7290,PCB names 14-member women's cricket squad for New Zealand series,0,
7291,FIFA 2022: UAE official calls for Qatar to 'repudiate policies supporting terrorism',0,
7292,N. Korea hacked South’s war plan: report,0,
7293,Russia says US ‘pretending’ to fight IS in Iraq,0,
7295,"20,000 evacuate as California wildfires kill 10",0,
7296,"Ronaldo, Messi on Ballon d’Or shortlist",0,
7297,Asif takes 11 as Wapda whip Islamabad,0,
7298,Ancient pools near Jerusalem set for renovation,0,
7299,Aussies dash war-torn Syria’s World Cup hopes in extra time,0,
7300,Catalan leader suspends independence pending talks,0,
7301,Nasa astronauts go spacewalking outside ISS again,0,
7302,‘Cash-starved’ PHA cracks down on defaulters,0,
7303,"Don’t undermine nuclear deal, Iran warns US",0,
7305,"Killers of Perween Rahman nabbed, Supreme Court told",0,
7306,Three MQM-L men confess to murdering UC chairman,0,
7307,"‘One dictator got ZAB executed, other plotted Benazir’s assassination’",0,
7308,Two ‘missing’ MQM-L men resurface to quit party,0,
7309,"Posting of BB murder accused a conspiracy, says PPP leader",0,
7310,Mental Health Authority to be activated: minister,0,
7311,Starc urges Aussie fans to target Stokes,0,
7312,Unprecedented rise in US air strikes in Afghanistan,0,
7313,Time for Pakistan to do some serious soul-searching,0,
7315,Sindh okays Rs6.47bn development schemes,0,
7316,Senators raise questions over Gen Rizwan Akhtar's premature retirement,0,
7318,"Eight dead, 19 injured in bus accident near Larkana",0,
7319,Cabinet decides to revise quota system in country,0,
7320,"Overbilling by power companies to be criminalised, NA told",0,
7322,Trump suggests he’s smarter than Tillerson,0,
7323,Govt uses Senate session to defend itself,0,
7325,Two 4-star hotels in Multan,0,
7326,SJC to begin examining evidence against IHC judge early next month,0,
7327,PPP files petition against Election Act 2017,0,
7329,Nepra grants KE 70 paisa tariff increase after review,0,
7330,Remittances see small annual rise,0,
7331,Auto sales race up 27pc,0,
7332,New channel for LNG vessels at Port Qasim,0,
7333,Tariff for Discos to go up by Rs2,0,
7334,MTR revision deadline moved to 16th,0,
7335,FCA to set production targets for Rabi season,0,
7336,Body on accountability law meets today amid little sign of consensus,0,
7337,Motorcycle ambulances see the light of day,0,
7338,"Medication errors cause half a million deaths in Pakistan, say pharmacists",0,
7339,A tale of two private members’ bills,0,
7340,"FIFA suspends Pakistan Football Federation as its 'offices, accounts remain in court's control'",0,
7341,China catching up to US in foreign aid flow,0,
7342,Apple and A R Rahman are setting up two music labs in India,0,
7343,"Land, whether owned or leased, has to be declared in election forms, SC tells Tareen's lawyer",0,
7344,Spanish PM demands clarity from Catalonia on independence,0,
7345,School a rare sanctuary for traumatised Rohingya children,0,
7347,15 dead as wildfires torch California wine country,0,
7348,NAB directed to probe financial irregularities in construction of Islamabad airport baggage terminal,0,
7349,5 thoughts I had after this year's Magnum Chocolate Party,0,
7350,Ireland expected to play first-ever Test against Pakistan: report,0,
7351,Petitions filed against LHC decision to release police officers convicted in BB murder case,0,
7352,Bearish trend continues at PSX as benchmark index sheds 107 points,0,
7353,Former CJP Tassaduq Jillani designated ad hoc judge in Jadhav case: Foreign Office,0,
7356,FBR achieves 20pc revenue collection growth in first quarter,0,
7358,Pakistan defeat Bangladesh 7-0 in first Hockey Asia Cup match,0,
7359,Iran deports over 70 Pakistanis for travelling without documents,0,
7360,Teenage boy tortured to death by police officials,0,
7362,"Pakistanis invested $8 billion in Dubai real estate in last 4 years, NA committee told",0,
7363,Senate adopts resolution against disqualified persons holding party office,0,
7365,CDA finds violations in lawmaker’s under-construction plaza,0,
7367,‘Capital’s master plan should have been revised every 20 years’,0,
7369,Imran threatens agitation if corrupt people protected,0,
7370,Perera stars as SL end Pakistan’s unbeaten run in UAE,0,
7371,The First Anglo-Afghan War shows us how the same pattern follows whenever Afghanistan is invaded,0,
7373,"The bridal market is flooded with same-looking designs, says Sadaf Fawad Khan",0,
7374,Melting of ice,0,
7375,Saudi-bound PIA flight makes 'technical' landing in Lahore after smoke detection,0,
7376,US bombers fly over Korean peninsula in show of force,0,
7377,A sorry state of affairs: No new admission to Sahiwal University,0,
7378,Messi secures Argentina's spot in World Cup with brilliant hat-trick,0,
7379,ECP rejects Milli Muslim League's party registration application,0,
7381,Dealing with brand crises,0,
7382,Two women killed in Marseille station knife attack,0,
7383,Growth in a well regulated market,0,
7384,"Three decades of friendship with Aamir Zaki, Pakistan's unsung guitar hero
",0,
7385,Does the new 'Star Wars' trailer tell us Princess Leia's fate?,0,
7386,US rules out negotiated IS withdrawal from Raqa,0,
7388,Picasso’s mansion set to sell for $24m,0,
7390,‘Pakistan will make Asia Cup final’,0,
7391,"Lead or leave, UK Labour tells embattled premier",0,
7394,Ruthless UBL canter to third innings win,0,
7395,China protests to US over sail-by in disputed waters,0,
7398,Rangers’ powers extended for another 90 days,0,
7400,"Sindh’s population to double  in 30 years, experts warn",0,
7401,"PSP to bring in own chief minister after general elections, says Kamal",0,
7402,‘No lecturer posted in Naudero girls’ college since inception’,0,
7403,‘Exorcists’ torture chikungunya patient to death to rid him of jinn,0,
7404,Non-regularisation of jobs: Visually impaired people block Metro route for 10 hours,0,
7406,PFA to ban vanaspati ghee by July 2020,0,
7407,"Portugal, France book World Cup tickets; Dutch to stay home",0,
7409,US out of World Cup for first time since 1986,0,
7410,NAB notices pasted at Sharif’s Lahore residences,0,
7411,‘Changes to Tests must be in line with new structure’,0,
7412,Senate body rejects amendment to child marriage act as ‘un-Islamic’,0,
7414,"No Fata-KP merger without referendum, says Fazl",0,
7415,New Afghan peace talks likely in Oman next week,0,
7417,Gazain denies he returned under a deal,0,
7418,"Law to amend voluntary return pending before Senate, SC told",0,
7419,"Three NA panel heads, two state ministers and 11 parliamentary secretaries appointed",0,
7420,Three Ahmadi men sentenced to death on blasphemy charge,0,
7421,Honda bikes selling on black market in Karachi,0,
7422,Messi treble lifts Argentina to World Cup,0,
7423,"Trump meets Trudeau, says NAFTA negotiations will be 'tough'",0,
7424,LPG pricing passed to producers,0,
7425,Dollar rising in open market,0,
7426,Sponsors’ input sought on reprioritising projects,0,
7427,Stocks continue losing streak amid choppy trade,0,
7428,Wheat production target set at 26.4m tonnes,0,
7429,PTCL posts lower profits,0,
7430,FIFA finally suspends PFF but still no resolution in sight,0,
7431,"Captain, coach’s short-sighted approach could put Pakistan in reverse gear",0,
7433,Qatar says World Cup hosting ‘not up for discussion’,0,
7434,"Trade deficit surges on, September data shows",0,
7436,Bears continue to rule at PSX; benchmark index down 266 points,0,
7437,"PTI’s policy of ‘change’ has failed, says Hoti",0,
7438,Rohingya exodus 'to their motherland' is 'exaggerated': Myanmar army chief,0,
7439,Pakistan’s Sania Nishtar to head WHO’s commission to tackle non-communicable diseases,0,
7440,"70 migratory birds retrieved, 4 poachers arrested in Badin: Wildlife department",0,
7442,Comedian Syed Shafaat Ali will make his drama debut in 'Romeo Weds Heer',0,
7443,The ostracism of Ahmadis through one family's story of death and despair,0,
7444,Nisar urges Nawaz to avoid confrontation with courts,0,
7445,Swedish university finds Arabic characters in Viking Age script,0,
7446,"Jahangir Tareen did not disclose entire income to ECP, observes SC",0,
7447,Here’s how you can file your income tax in Pakistan,0,
7448,Hanif Abbasi requests SC not to consider 'unverified' documents submitted by Imran,0,
7449,Gaza Instagram stars want world to get the picture,0,
7451,Pakistan hope to overcome Sri Lanka in change of format,0,
7452,Asteroid grazes past Earth in ‘critical’ rehearsal,0,
7453,What you should know about the Harvey Weinstein scandal,0,
7454,"People's Party will support Fata reforms despite JUI-F's opposition, says Zardari",0,
7456,"Student dies in Sialkot road accident, protesters set bus on fire",0,
7457,Gen Bajwa conveys concerns over regional instability to US,0,
7459,Living Colours: ‘Ride-hailing apps can improve all existing public transport’,0,
7460,"Balochistan government suspends 140 doctors for absence, negligence",0,
7461,IHC turns down Capt Safdar's bid to delay indictment in corruption reference,0,
7462,Aamir Khan was scared to do Dangal as the character was 'too close' to his actual age,0,
7464,Pope to visit Myanmar as anti-Rohingya hatred seethes,0,
7466,Authors tackle gender themes at world's largest book fair,0,
7468,Dar corruption reference: NAB presents two more witnesses in accountability court,0,
7469,Situationer: Living 'a constant nightmare',0,
7471,No shortcut to salvation,0,
7473,"PTI, MQM scuttle consensus on new accountability law",0,
7475,Tribal women flay Islamabad police for violence,0,
7476,"Pakistan's real estate divide
",0,
7478,Magnum Chocolate Party proved that jackets and blazers are back in a big way,0,
7479,'Nawaz likely to return to Pakistan today',0,
7480,Dwarf planet has a ring to it: study,0,
7483,ICC urges higher pay to stop women leaving game,0,
7484,Iraq court orders arrest of Kurd independence vote organisers,0,
7485,"
",0,
7486,IMF sounds alert over debt in largest economies,0,
7487,Property tycoon tops China’s rich list,0,
7488,NZ coach wary of ‘phenomenal’ India,0,
7490,Aussies look to end India  tour on a high,0,
7491,"Swiss prosecutors open World Cup bribery probe against PSG president, Valcke",0,
7492,Federal Minister calls for action after PFF ban,0,
7494,England can’t win Ashes without Stokes: Waugh,0,
7496,Trump poised to break with allies as US goes it alone on Iran,0,
7497,Civilians start pouring out of Raqa,0,
7500,Oxford to ban petrol and diesel cars in 2020,0,
7501,"Hundreds missing, 23 dead as dry gusts fan California wildfires",0,
7502,Asteroid grazes past Earth in ‘critical’ rehearsal,0,
7503,Iraq links talks with Kurdish pledge to unity,0,
7504,Bulgarians use ‘speed dating’ to know migrants,0,
7505,"Budapest, Kiev at odds over education law",0,
7507,"Robbers deprive travel agent of more than Rs300,000 in red zone",0,
7508,Aaqib shocked at Pakistan’s poor show in SL Tests,0,
7509,"Brexit talks in ‘disturbing deadlock’, says EU official",0,
7510,Ireland to make Test debut against Pakistan next year,0,
7511,"Man, woman facing honour killing rescued near Larkana",0,
7512,FBR launches income tax awareness drive,0,
7513,"US-Canadian couple, three children freed from terrorist custody in Kohat",0,
7514,Sharif set to skip court proceedings today,0,
7516,Dar’s counsel finds ‘tampered record’ during trial,0,
7517,Cabinet body okays import of 100MW from Iran,0,
7518,Irsa fears unusual water shortage for Rabi crop,0,
7520,"Trump praises Pakistan, hopes cooperation will continue in future too",0,
7521,Tareen’s counsel describes SC query as ‘difficult’,0,
7522,PML-N probe committee on Khatm-i-Nabuwwat oath issue finalises report,0,
7523,Pakistan hope to subdue rejuvenated Sri Lanka in ODI rubber,0,
7524,PPP moves bill in Senate to amend new election law,0,
7525,No other govt has served south Punjab the way PML-N has: Shahbaz,0,
7526,Rescued captives fit to travel but destination undecided: official,0,
7527,"Pressure on external, fiscal accounts to persist: State Bank",0,
7528,Massive jump in fresh sovereign guarantees,0,
7529,Bank transaction tax fueling cash economy,0,
7530,CPEC shifting gears to industrial parks,0,
7531,SBP cracks the whip on money changers,0,
7532,Reserves fall by $91m,0,
7533,Canada seeks more bilateral trade with Pakistan,0,
7534,Exports of services increase by 5pc,0,
7535,No forward bloc in PML-N: Nisar,0,
7536,WHO delegates impressed with security in Pakistan,0,
7537,"NYC, London police taking fresh look at Weinstein sex abuse allegations",0,
7538,Resolution berates Rana Sana’s remarks,0,
7539,Nawaz moves SC against 'illegal' filing of multiple NAB references,0,
7541,Gunned down Swabi journalist was involved in property dispute: police,0,
7542,IMF's Lagarde urges leaders to find ways to spread wealth,0,
7543,"Japan's Kobe Steel scandal spreads, 500 firms affected",0,
7544,South Africa court clears way for Zuma graft prosecution,0,
7545,Rescued Canadian-American family leaves Pakistan: officials,0,
7546,Harvey Weinstein allegedly preyed on Aishwarya Rai too: reports,0,
7547,Pakistan Army describes freeing Canadian-American couple from terrorists,0,
7548,First ODI: Ton-up Babar helps Pakistan ease past Sri Lanka,0,
7549,Taylor Swift is gearing up to launch her own social media platform,0,
7550,Arab standoff looms over Unesco leadership vote,0,
7552,"Islamabad drama staged to protect Sharifs from accountability, says Imran",0,
7553,Answering the call of the wild: My adventure trip to Chutok in Balochistan,0,
7554,"Pakistani, Afghan refugees introduce French town to cricket",0,
7555,ISPR should refrain from commenting on state of the economy: interior minister,0,
7556,Misogyny & work,0,
7558,Qatar official hits back at criticism over 2022 World Cup,0,
7559,China wins International Nautical Competition held at Karachi Harbour,0,
7560,Why blame the advertising industry?,0,
7561,More US advisers will help break Afghan war stalemate: Gen Joseph Votel,0,
7562,PSX concludes week on negative note as benchmark plunges 391 points,0,
7563,Australia tightens English requirements for foreign students,0,
7564,Weekend Grub: The Bikers Cafe will be a surprise hit with beef lovers in Karachi,0,
7566,Plot allotted to chief justice puts CDA in a bind,0,
7567,Consultancy on Fata reforms a moneymaking affair,0,
7568,Military’s view of the economy,0,
7569,"Nawaz, Maryam, Safdar's indictment postponed to Oct 19 after lawyers attempt to gatecrash court",0,
7570,"There's more to Dr Asfi than 'the romantic element', says Ahad Raza Mir of Yakeen ka Safar",0,
7573,"Army is a national institution, says ISPR chief",0,
7574,"British jihadi ‘White Widow’ killed by US drone, says daily",0,
7575,Crises past and present,0,
7577,"Brexit talks deadlock on cash, EU eyes move by December",0,
7578,"S. Korea, China renew $56 bn currency swap deal despite diplomatic tensions",0,
7580,"Policeman killed, 3 others injured in Quetta firing",0,
7581,Child marriage bill,0,
7582,"Samsung Electronics CEO resigns, even as record profits expected",0,
7583,ICC unveils long-awaited Test championship,0,
7584,US pulls out of Unesco over ‘anti-Israel’ bias,0,
7585,‘Poorly-handled’ vaccine blamed for three minor girls’ death,0,
7586,Everything you need to know about the kidnapping and recovery of Caitlan Coleman and Joshua Boyle,0,
7587,"Days after FIFA ban, Hayat faction member announces football event",0,
7588,Bhutta’s late goal helps Pakistan draw 2-2 with Japan,0,
7589,UK Islamic school guilty of ‘gender discrimination’,0,
7592,Uber drivers in London divided over ban threat,0,
7593,‘Knifeman aide’ remanded in Karachi police custody for questioning,0,
7594,A-level students can apply to medical colleges across Pakistan,0,
7596,Unrepaired Chiniot road forcing students to drop out of schools,0,
7597,Girls school in Toba Tek Singh wins international award,0,
7599,Mail box,0,
7600,India-Australia T20 series drawn after third match abandoned,0,
7602,Karachi least safe in 60 world cities: report,0,
7603,Italian luxury villa seized in FIFA World Cup bribery case,0,
7604,Starvation claims lives of thousands of penguins,0,
7605,Stocks touch one-year low despite foreign buying,0,
7606,Wonder Craft: Ice cream stick arrow bookmark,0,
7607,"Trump launches new Iran strategy, leaves nuclear deal hanging",0,
7610,Baghdad launches operation to retake Kirkuk from Kurds,0,
7611,Former French minister elected Unesco chief,0,
7612,Only judges to head new accountability commission,0,
7614,SC to take up plea for open trial of IHC judge facing charges,0,
7615,Caitlan Coleman’s parents angry at son-in-law,0,
7616,PSO receivables hit all-time high of Rs302.5bn,0,
7617,UAE for strengthening economic ties with Pakistan,0,
7618,"Seven oil, gas blocks lying dormant: KP",0,
7619,PIA’s annual loss soars to Rs45bn,0,
7620,Shahid Ashraf Tarar appointed World Bank executive director,0,
7621,"China FDI at two-year high as manufacturing, hi-tech boom",0,
7622,Story Time: An alien friend,0,
7623,Story Time: The treasure hunt,0,
7624,Spotlight,0,
7627,"Stranger Things 2 just released its final trailer and honestly, we're terrified",0,
7628,Nadal outlasts Cilic to reach Shanghai final,0,
7629,'Democracy has nothing to fear from Pakistan Army': DG ISPR,0,
7630,7 killed in Kenya high school shooting during raid,0,
7631,Sri Lankan team hesitant to visit Pakistan for T20 fixture: report,0,
7632,Ahsan Iqbal responds to ISPR clarification with 'message of hope',0,
7633,Woman named to head sports federation in Saudi Arabia,0,
7635,More international stars join PSL for third edition,0,
7637,Asif Zardari cancels increase in Sindh ministers' salaries,0,
7638,Academy considers expelling disgraced Harvey Weinstein,0,
7639,The weekly weird,0,
7643,"Anil Kapoor and daughter, Sonam will be sharing the big screen for the first time",0,
7644,Book review: Guinness World Records 2018,0,
7645,"PM Abbasi inaugurates first 'dirty cargo' terminal, says democracy necessary for development",0,
7646,Movie review: The Lego Ninjago Movie,0,
7648,Is IS actually bad? UnIslamic?,0,
7649,Sense returns to Pak-US relations,0,
7651,US not to forget Pakistan’s help in rescue operation,0,
7652,Family freed from Taliban in Pakistan arrives in Canada; says 1 child killed in captivity,0,
7653,Weightlifter Maryam Nasim hopes to represent Pakistan internationally one day,0,
7654,Ainak Wala Jinn actress Nusrat Ara Begum passes away,0,
7655,What do the women in our ads usually do?,0,
7656,Two women killed in Marseille station knife attack,0,
7658,The growing khaki shadow,0,
7660,"Rumman, Hasan star as SL fumble in run chase",0,
7661,US stance on auto industry sows more doubt about Nafta overhaul,0,
7663,"Duminy, Johnson, Mathews among foreign players joining 2018 PSL",0,
7664,"Shakib, de Villiers back in ODI spotlight",0,
7665,Karthik recalled for NZ one-dayers,0,
7666,Nadal faces Federer in classic Shanghai decider,0,
7668,ATC summons MQM’s Rauf Siddiqui in Baldia factory fire case,0,
7669,Pre-arrest bail granted to three jail officials,0,
